id,song_title,album_title,year_of_release,month_of_release,type,album_id,lyrics
417,I Guess I'll Have to Change My Plans,Triplicate,2017,3,Cover,38,". I guess I'll have to change my plan. I should have realized there'd be another man. I overlooked that point completely. Until the big affair began. . . Before I knew where I was at. I found myself upon the shelf and that was that. I tried to reach the moon but when I got there. All that I could get was the air. . . My feet are back upon the ground. I lost the one girl I'd found. . . . . I guess I'll have to change my plan. I should have realized there'd be another man. Why did I buy those blue pajamas. Before that big affair began?. . . My boiling point is much too low. For me to try to be a fly Lothario. I think I'll crawl right back and into my shell. Dwelling in my personal Hell. . I'll have to change my pattern 'round. I lost the one girl the one girl I'd found. Yes, the one girl. The one girl that I found"
418,September of My Years,Triplicate,2017,3,Cover,38,"One day you turn around and it's summer. Next day you turn around and it's fall. And the springs and the winters of a lifetime. Whatever happened to them all?. . As a man who has always had the wand'ring ways. Now I'm reaching back for yesterdays. 'Til a long-forgotten love appears. And I find that I'm sighing softly as I near. September, the warm September of my years. . As I man who has never paused at wishing wells. Now I'm watching children's carousels. And their laughter's music to my ears. And I find that I'm smiling gently as I near. September, the warm September of my years. . The golden warm September of my years"
419,I Could Have Told You,Triplicate,2017,3,Cover,38,". I could have told you. She'd hurt you. She'd you love you a while. Then desert you. If only you asked. I could have told you so. . . I could have saved you. Some crying. Yes, I could have told you she's lying. But you were in love. And didn't want to know. . . I hear her now. As I toss and turn and try to sleep. I hear her now. Making promises she'll never keep. And soon, it's over and done with. She'll find someone new to have fun with. Through all of my tears. I could have told you so. . . I hear her now. As I toss and turn and try to sleep. I hear her now. Making promises she'll never keep. And soon, it's over and done with. She'll find someone new to have fun with. Through all of my tears. I could have told you so"
420,Once Upon a Time,Triplicate,2017,3,Cover,38,Once upon a time. A girl with moonlight in her eyes. Put her hand in mine. And said she loved me so. But that was once upon a time. Very long ago. . Once upon a hill. We sat beneath a willow tree. Counting all the stars and waiting for the dawn. But that was once upon a time. Now the tree is gone. . How the breeze ruffled through her hair. How we always laughed as though tomorrow wasn't there. We were young and didn't have a care. Where did it go. . Once upon a time. The world was sweeter than we knew. Everything was ours. How happy we were then. But somehow once upon a time. Never comes again. . Once upon a time. Never comes again
421,Stormy Weather,Triplicate,2017,3,Cover,38,. Don't know why. Theres no sun up in the sky. Stormy weather. Since my gal and I ain't together. Keeps raining all the time. . . Life is bare. Gloom and misery everywhere. Stormy weather. Just can't get my poor old self together. I'm weary all the time. The time. So weary all of the time. . . When she went away. The blues walked in and they met. If she stays away that old rocking chair's gonna get me. All I do is pray the Lord above is gonna let me. Walk in the sun once more. . . Can't go on. Everything I have is gone. Stormy weather. Since my gal and I ain't together. Keeps raining all the time. Keeps raining all of the time
422,This Nearly Was Mine,Triplicate,2017,3,Cover,38,"One dream in my heart, one love to be living for. One love to be living for, this nearly was mine. One girl for my dream, one partner in paradise. This promise of paradise, this nearly was mine. Close to my heart she came, only to fly away. Only to fly as day flies from moonlight. Now, now I'm alone, still dreaming of paradise. Still saying that paradise once nearly was mine"
423,That Old Feeling,Triplicate,2017,3,Cover,38,"I saw you last night and got that old feeling. When you came in sight, I got that old feeling. The moment that you danced by, I felt a thrill. And when you caught my eye, my heart stood still. . Once again I seemed to feel that old yearning. Then I knew the spark of love was still burning. There'll be no new romance for me, it's foolish to start. 'Cause that old feeling is still in my heart. . There'll be no new romance for me, it's foolish to start. 'Cause that old feeling is still in my heart"
424,It Gets Lonely Early,Triplicate,2017,3,Cover,38,"When you're all alone. All the children grown. And, like starlings, flown away. It gets lonely early, doesn't it?. Lonely early, doesn't it?. Ev'ry single endless day. . When your twilight nears. And one face appears. Turning winter years to May. It gets lonely early, doesn't it?. Lonely early, doesn't it?. Still the old heart's young enough to say. . ""It was really more than lovely, wasn't it?. ""Truly lovely, wasn't it?"". Strings. Ev'ry single lovely day"
425,My One and Only Love,Triplicate,2017,3,Cover,38,The very thought of you makes my heart sing. Like an April breeze on the wings of spring. And you appear in all your splendor. My one and only love. . The shadows fall and spread their mystic charms. In the hush of night while you're in my arms. I feel your lips so warm and tender. My one and only love. . The touch of your hand is like heaven. A heaven that I've never known. And the blush on your cheek whenever I speak. Tells me that you are my own. . You fill my eager heart with such desire. Every kiss you give sets my soul on fire. I give myself in sweet surrender. My one and only love. . The touch of your hand is like heaven. A heaven that I've never known. And the blush on your cheek whenever I speak. Tells me that you are my own. . You fill my eager heart with such desire. Every kiss you give sets my soul on fire. I give myself in sweet surrender. My one and only love
426,Trade Winds,Triplicate,2017,3,Cover,38,"Down where the trade winds play. Down where you lose the day. We found a new world. Where paradise starts we traded hearts. Way down where the trade winds play. Music was everywhere. Flowers were in her hair. Under an awning of silvery boughs we traded vows. The night that I sailed away. Oh, trade winds, what are vows that lovers make?. Oh, trade winds, are they only made to break?. When it is May again. I’ll sail away again. Though I am returning it won’t be the same. She traded her name. Way down where the trade winds play"
